Turbo Title,Setup,Thread ID,Game ID,Winning Alignment,Villagers,Wolves
brokebot mountain - [bomb10 game],bomb10,43537,6636,Mafia,"['SamP4Palmer', 'Lukeh', 'CarnethystPhoenix', 'Akasuki', 'Champ Siggi', 'LoreMaster', 'PepsiMango', 'Garden Gnome']","['Ogerpon', 'Prince J']"
wow we did it - [bomb10 game],bomb10,43546,6638,Mafia,"['Champ Siggi', 'baudib1', 'Arctic', 'eepy', 'Haze with a Z', 'CarnethystPhoenix', 'Stick', 'arogame123']","['Nilus', 'Akasuki']"
test thing - [bomb10 game],bomb10,43551,6639,Mafia,"['Abraham DeLacey', 'Butterr', 'Joe Bruin', 'William Williams Keen', 'CatnodDotGif', 'Sprigatito', 'gamer', 'Dark Forces']","['WolfnodDotGif', 'katze']"
finally - [vig10 game],vig10,43560,6641,Town,"['OUTM', 'Lukeh', 'matt', 'PepsiMango', 'Arctic', 'Champ Siggi', 'Juliette', 'Illwei']","['baudib1', 'Ogerpon']"
hero suki:3 - [bomb10 game],bomb10,43565,6642,Mafia,"['jess', 'baudib1', 'benneh', 'how are giraffes real', 'Lukeh', 'Macdougall', 'SamP4Palmer', 'Akasuki']","['matt', 'Donut Boy']"
oh - [bomb10 game],bomb10,43570,6643,Mafia,"['Arctic', 'insomnia', 'snally', 'Trisscar', 'Stick', 'SeriousMafiaPlayer', 'SamP4Palmer', 'CarnethystPhoenix']","['eepy', 'townboy']"
"schweppies, no questions asked - [bomb10 game]",bomb10,43580,6645,Town,"['Champ Siggi', 'Garden Gnome', 'SamP4Palmer', 'matt', 'baudib1', 'CarnethystPhoenix', 'Lukeh', 'Schweppes']","['Macdougall', 'BigMenLover9923']"
bro just fuckin in i hate u both god loopy69 wouldnt do this to us - [joat10 game],joat10,43585,6646,Mafia,"['Lukeh', 'Champ Siggi', 'gamer', 'eepy', 'insomnia', 'CarnethystPhoenix', 'matt', 'benneh']","['Haze with a Z', 'baudib1']"
totally cool and fun and normal - [bomb10 game],bomb10,43589,6647,Mafia,"['arogame123', 'gamer', 'insomnia', 'DoctorZeus', 'Akasuki', 'baudib1', 'bystander', 'snally']","['Vandyfan402', 'benneh']"
wow! ok - [bomb10 game],bomb10,43593,6648,Town,"['Champ Siggi', 'Arctic', 'baudib1', 'AkaneSQ', 'DoctorZeus', 'matt', 'jess', 'gamer']","['SamP4Palmer', 'Nilus']"
poor wittle arcy - [bomb10 game],bomb10,43599,6649,Town,"['baudib1', 'Haze with a Z', 'Champ Siggi', 'alexa.', 'Akasuki', 'Lukeh', 'Prince J', 'evakyoo']","['BigMenLover9923', 'Arctic']"
free loopy - [bomb10 game],bomb10,43603,6650,Mafia,"['Prince J', 'BigMenLover9923', 'baudib1', 'SamP4Palmer', 'loopy69', 'matt', 'Lukeh', 'Homeslice']","['Zharvakko', 'Huohuo']"
i don't know english hard - [bomb10 game],bomb10,43619,6653,Town,"['eepy', 'Champ Siggi', 'Lukeh', 'baudib1', 'Zharvakko', 'AkaneSQ', 'Akasuki', 'CarnethystPhoenix']","['Variance', 'Funyarinpa']"
Obsidian Equals Life! - [bomb10 game],bomb10,43625,6654,Mafia,"['Prince J', 'Champ Siggi', 'gfg', 'eepy', 'BigMenLover9923', 'Clouds', 'baudib1', 'EvilContract']","['Lukeh', 'SamP4Palmer']"
wow.. the pressure - [bomb10 game],bomb10,43630,6655,Mafia,"['baudib1', 'eepy', 'bystander', 'alexa.', 'tepig19283', 'Lukeh', 'Ogerpon', 'SamP4Palmer']","['Prince J', 'Clouds']"
LEGGGGGOOOOO - [bomb10 game],bomb10,43652,6658,Town,"['insomnia', 'baudib1', 'eepy', 'Lukeh', 'Oliwaz144', 'Hooper', 'Togepi', 'Funyarinpa']","['Variance', 'Taffy']"
guess you don't understand - [bomb10 game],bomb10,43656,6659,Town,"['eepy', 'SamP4Palmer', 'Champ Siggi', 'BigMenLover9923', 'evakyoo', 'Akasuki', 'Variance', 'Juliette']","['insomnia', 'AkaneSQ']"
what the fuck is a north polarized - [vig10 game],vig10,43665,6660,Mafia,"['AkaneSQ', 'eepy', 'baudib1', 'Champ Siggi', 'Akasuki', 'North Polarized', 'BigMenLover9923', 'Smaug']","['Oliwaz144', 'SamP4Palmer']"
ill join 1sex - [joat10 game],joat10,43669,6661,Town,"['Stake', 'insomnia', 'Oliwaz144', 'Nilus', 'eepy', 'Schweppes', 'baudib1', 'Akasuki']","['North Polarized', 'lemon.tangerine']"
tee hee - [bomb10 game],bomb10,43679,6663,Town,"['baudib1', 'Arctic', 'jess', 'snally', 'alexa.', 'Prince J', 'PepsiMango', 'Ogerpon']","['Luna', 'Akasuki']"
smaug is eepy CONFIRMED - [bomb10 game],bomb10,43683,6664,Mafia,"['Homeslice', 'Ogerpon', 'Haze with a Z', 'CarnethystPhoenix', 'Arctic', 'PepsiMango', 'Akasuki', 'Luna']","['baudib1', 'Prince J']"
lettuce d1 the inventor (take 2) - [bomb10 game],bomb10,43705,6668,Town,"['Hawt Sauce', 'Arctic', 'snally', 'gamer', 'Champ Siggi', 'Clouds', 'Variance', 'Sonrio']","['Homeslice', 'Oliwaz144']"
eepy ! - [bomb10 game],bomb10,43710,6669,Town,"['SamP4Palmer', 'alexa.', 'Luna', 'Akasuki', 'Sonrio', 'BigMenLover9923', 'Hooper', 'eepy']","['Variance', 'Prince J']"
"Suki, soon - [bomb10 game]",bomb10,43714,6670,Mafia,"['SamP4Palmer', 'Sonrio', 'Ogerpon', 'baudib1', 'Clouds', 'benneh', 'Purrito', 'Prince J']","['Lukeh', 'Variance']"
Hi - [vig10 game],vig10,43723,6672,Mafia,"['AkaneSQ', 'eepy', 'insomnia', 'bystander', 'Variance', 'Arctic', 'Akasuki', 'Champ Siggi']","['baudib1', 'Stick']"
hi - [bomb10 game],bomb10,43727,6673,Town,"['SamP4Palmer', 'alexa.', 'PepsiMango', 'insomnia', 'Akasuki', 'Champ Siggi', 'Variance', 'Lukeh']","['AkaneSQ', 'bystander']"
Never gonna- gets sniped - [bomb10 game],bomb10,43732,6674,Mafia,"['Lukeh', 'Trisscar', 'eepy', 'baudib1', 'Prince J', 'Hooper', 'Haze with a Z', 'Champ Siggi']","['snally', 'Arctic']"
0 post for hally - [vig10 game],vig10,43759,6677,Town,"['eepy', 'PepsiMango', 'EvilContract', 'Prince J', 'Haze with a Z', 'Hydreigon25', 'jess', 'SamP4Palmer']","['CutenessOverload', 'Akasuki']"
VIKTORY - [bomb10 game],bomb10,43763,6678,Mafia,"['PepsiMango', 'EvilContract', 'Homeslice', 'CutenessOverload', 'SamP4Palmer', 'Garden Gnome', 'Arctic', 'BigMenLover9923']","['jess', 'Akasuki']"
TURBO DATE!!!!!!!!!!!! - [bomb10 game],bomb10,43775,6680,Town,"['eepy', 'Variance', 'insomnia', 'baudib1', 'gamer', '0Ix', 'Akasuki', 'arogame123']","['Princess Abigail', 'SamP4Palmer']"
😴 - [bomb10 game],bomb10,43779,6681,Town,"['Garden Gnome', 'Hooper', 'snally', 'Oliwaz144', 'eepy', 'Luna', 'insomnia', 'gamer']","['Variance', 'Akasuki']"
Automated turbo game thread: 003f9150-ad46-43 - [joat10 game],joat10,43784,6682,Town,"['insomnia', 'Variance', 'Oliwaz144', 'baudib1', 'Togepi', 'Nilus', 'gamer', 'Homeslice']","['eepy', 'Funyarinpa']"
Automated turbo game thread: b880e8e0-a232-49 - [doublejoat13 game],doublejoat13,43795,6683,Town,"['PepsiMango', 'Extreme Ways', 'bystander', 'OUTM', 'Purrito', 'eepy', 'AkaneSQ', 'baudib1', 'Akasuki', 'snally']","['benneh', 'Hooper', 'insomnia']"
EZ MONEY - [bomb10 game],bomb10,43799,6684,Town,"['Hydreigon25', 'Champ Siggi', 'Luna', 'insomnia', 'arogame123', 'Garden Gnome', 'benneh', 'SamP4Palmer']","['baudib1', 'OUTM']"
Wow! - [vig10 game],vig10,43804,6685,Town,"['insomnia', 'baudib1', 'Garden Gnome', 'benneh', 'Clouds', 'Champ Siggi', 'PepsiMango', 'Luna']","['Xanjori', 'Akasuki']"
cool - [joat10 game],joat10,43808,6686,Town,"['insomnia', 'Garden Gnome', 'Variance', 'Champ Siggi', 'Luna', 'SamP4Palmer', 'Akasuki', 'eepy']","['PepsiMango', 'Trisscar']"
gn all 😴  - [bomb10 game],bomb10,43812,6687,Town,"['Ominoire', 'alexa.', 'Togepi', 'Oliwaz144', 'Lukeh', 'Dahkah', 'Trisscar', 'insomnia']","['Buzzed Lightyear', 'Garden Gnome']"
homeslice - [bomb10 game],bomb10,43816,6688,Mafia,"['Lukeh', 'gamer', 'bladescape', 'Akasuki', 'Hooper', 'Garden Gnome', 'Togepi', 'insomnia']","['Homeslice', 'Arctic']"
i will not play an alexa25 (take 2) - [bomb10 game],bomb10,43821,6689,Town,"['jess', 'Hooper', 'SamP4Palmer', 'baudib1', 'snally', 'gamer', 'Akasuki', 'Homeslice']","['CutenessOverload', 'Trisscar']"
Automated turbo game thread: fbecdcbf-f547-4e - [bomb10 game],bomb10,43829,6690,Mafia,"['Hooper', 'insomnia', 'baudib1', 'Xanjori', 'eepy', 'Frog on a Leaf', 'Akasuki', '0Ix']","['Princess Abigail', 'witch']"
SDJFKAHSKDF i ha - [bomb10 game],bomb10,43836,6691,Town,"['Oliwaz144', 'baudib1', 'eepy', 'gamer', 'Variance', 'bystander', 'Luna', 'Akasuki']","['matt', 'gfg']"
grrr - [bomb10 game],bomb10,43840,6692,Town,"['insomnia', 'matt', 'Variance', 'Luna', 'Oliwaz144', 'bystander', 'Akasuki', 'CutenessOverload']","['Buzzed Lightyear', 'Champ Siggi']"
cutest turbo ever - [bomb10 game],bomb10,43847,6694,Mafia,"['matt', 'CutenessOverload', 'Disquieted', 'Homeslice', 'benneh', 'Nilus', 'snally', 'Luna']","['Buzzed Lightyear', 'gamer']"
nice!!! - [joat10 game],joat10,43855,6696,Mafia,"['Hooper', 'matt', 'Buzzed Lightyear', 'bystander', 'benneh', 'Akasuki', 'Clouds', 'snally']","['JohnCarter', 'Champ Siggi']"
alexa is here and not rwstfoing - [joat10 game],joat10,43859,6697,Mafia,"['CutenessOverload', 'Hooper', 'Garden Gnome', 'PepsiMango', 'Akasuki', 'tepig19283', 'matt', 'bystander']","['alexa.', 'Gira']"
gaming - [bomb10 game],bomb10,43863,6698,Mafia,"['matt', 'Gira', 'Hooper', 'Buzzed Lightyear', 'witch', 'arogame123', 'OUTM', 'baudib1']","['CutenessOverload', 'Garden Gnome']"
Automated turbo game thread: 08f28c71-ac43-48 - [vig10 game],vig10,43867,6699,Mafia,"['benneh', 'CutenessOverload', 'PepsiMango', 'baudib1', 'OUTM', 'SamP4Palmer', 'Homeslice', 'Ominoire']","['matt', 'alexa.']"
brother louiouioui - [vig10 game],vig10,43871,6700,Mafia,"['benneh', 'Purrito', 'Oliwaz144', 'baudib1', 'OUTM', 'Hooper', 'AkaneSQ', 'Arctic']","['insomnia', 'Hallia']"
doublejoat 13 - [doublejoat13 game],doublejoat13,43878,6701,Mafia,"['Oliwaz144', 'CutenessOverload', 'Hooper', 'Nilus', 'Hallia', 'Smaug', 'AkaneSQ', 'mhsmith0', 'benneh', 'DoctorZeus']","['insomnia', 'tepig19283', 'Purrito']"
are we doing doublejoat or cop - [cop13 game],cop13,43890,6703,Town,"['arogame123', 'SamP4Palmer', 'Togepi', 'PepsiMango', 'alexa.', 'mhsmith0', 'benneh', 'Lukeh', 'insomnia', 'DoctorZeus']","['Variance', 'Nilus', 'Akasuki']"
Automated turbo game thread: 4e341dde-631c-42 - [vig10 game],vig10,43897,6705,Mafia,"['Buzzed Lightyear', 'Darker', 'Luna', 'Homeslice', 'baudib1', 'Ominoire', 'Champ Siggi', 'funni boi']","['Lukeh', 'benneh']"
homeslice has run out of time and has been removed from the list - [bomb10 game],bomb10,43901,6706,Mafia,"['OUTM', 'Darker', 'Hooper', 'Homeslice', 'baudib1', 'Luna', 'gamer', 'benneh']","['matt', 'Arctic']"
hello - [vig10 game],vig10,43906,6707,Town,"['Xanjori', 'benneh', 'Hooper', 'insomnia', 'matt', 'Champ Siggi', 'Luna', 'bystander']","['Ominoire', 'sevenseas']"
if you cancel this you die - [joat10 game],joat10,43910,6708,Mafia,"['matt', 'snally', 'Ominoire', 'Hooper', 'fires', 'Luna', 'Vikuale2', 'Illwei']","['Arctic', 'gamer']"
!rand -title - [bomb10 game],bomb10,43919,6709,Mafia,"['Oliwaz144', 'benneh', 'matt', 'fires', 'Luna', 'BigMenLover9923', 'Darker', 'sevenseas']","['Garden Gnome', 'Ominoire']"
the return of donut boy - [vig10 game],vig10,43928,6711,Mafia,"['matt', 'Dahkah', 'SamP4Palmer', 'BigMenLover9923', 'fires', 'Arctic', 'Donut Boy', 'baudib1']","['Luna', 'Buzzed Lightyear']"
ratsdfa - [joat10 game],joat10,43935,6712,Town,"['alexa.', 'Togepi', 'Buzzed Lightyear', 'matt', 'baudib1', 'Arctic', 'SamP4Palmer', 'Champ Siggi']","['benneh', 'bystander']"
lets fucking go - [joat10 game],joat10,43940,6713,Mafia,"['Oliwaz144', 'BigMenLover9923', 'Dahkah', 'Stake', 'fires', 'Togepi', 'insomnia', 'snally']","['CarnethystPhoenix', 'benneh']"
fuck it - [joat10 game],joat10,43944,6714,Town,"['arogame123', 'Dahkah', 'insomnia', 'matt', 'bystander', 'fires', 'Oliwaz144', 'snally']","['Champ Siggi', 'Stake']"
moppo turbo (no turbo) - [joat10 game],joat10,43949,6715,Mafia,"['Garden Gnome', 'fires', 'Luna', 'Dahkah', 'moppo', 'baudib1', 'Arctic', 'Smaug']","['matt', 'Purrito']"
duck duck GOOSE - [cop9 game],cop9,43991,6720,Mafia,"['baudib1', 'Dahkah', 'Decoy Duck', 'ducktacoswag', 'moppo', 'Gengar', 'Stocl']","['Togepi', 'SamP4Palmer']"
MONDAY - [joat10 game],joat10,44017,6724,Town,"['baudib1', 'Oliwaz144', 'insomnia', 'matt', 'Nilus', 'Ogerpon', 'Variance', 'Pony']","['AkaneSQ', 'Togepi']"
monday 2 - [joat10 game],joat10,44021,6725,Mafia,"['Oliwaz144', 'insomnia', 'matt', 'Togepi', 'Variance', 'spookycat27', 'SeriousMafiaPlayer', 'Ogerpon']","['Nilus', 'sevenseas']"
DAVID GOGGINS - [joat10 game],joat10,44039,6727,Town,"['insomnia', 'alexa.', 'PepsiMango', 'jess', 'Illwei', 'Oliwaz144', 'Variance', 'Champ Siggi']","['Togepi', 'Xanjori']"
!im - [bomb10 game],bomb10,44050,6728,Town,"['matt', 'Hooper', 'Luna', 'fires', 'baudib1', 'Dahkah', 'SamP4Palmer', 'Champ Siggi']","['Haze with a Z', 'NotAWallPoster']"
Alexa flaker - [vig10 game],vig10,44054,6729,Town,"['matt', 'Hooper', 'Haze with a Z', 'Buzzed Lightyear', 'GoldenOne', 'baudib1', 'fires', 'funni boi']","['Luna', 'Gon']"
Joqiza (GOAT) (GOATED) (Absolute Legend) Turbo - [bomb10 game],bomb10,44058,6730,Mafia,"['matt', 'GoldenOne', 'Buzzed Lightyear', 'joqiza', 'Hooper', 'jess', 'Dahkah', 'fires']","['Gon', 'Gira']"
last two alive after f3 have to kiss - [joat10 game],joat10,44072,6733,Mafia,"['Illwei', 'tepig19283', 'bystander', 'Lukeh', 'Buzzed Lightyear', 'how are giraffes real', 'CarnethystPhoenix', 'Haze with a Z']","['TheTriviality', 'Luna']"
no one else is randing so i guess i'll do it - [bomb10 game],bomb10,44086,6737,Mafia,"['OUTM', 'Lukeh', 'Ominoire', 'benneh', 'baudib1', 'Togepi', 'jess', 'Purrito']","['matt', 'snally']"
suki gets d1 pass nmw - [vig10 game],vig10,44090,6738,Town,"['matt', 'jess', 'Darker', 'gamer', 'Illwei', 'fires', 'Akasuki', 'Togepi']","['Lukeh', 'Smaug']"
IM DYING - [joat10 game],joat10,44094,6739,Mafia,"['Lukeh', 'Trisscar', 'jess', 'AkaneSQ', 'fires', 'Akasuki', 'witch', 'Darker']","['matt', 'CarnethystPhoenix']"
can't believe ben abandoned us - [joat10 game],joat10,44107,6742,Town,"['matt', 'Garden Gnome', 'baudib1', 'Arctic', 'Hyena', 'OUTM', 'eepy', 'Variance']","['SheepButGood', 'BigMenLover9923']"
cait turbo!!! - [joat10 game],joat10,44111,6743,Town,"['0Ix', 'matt', 'Hyena', 'CutenessOverload', 'CarnethystPhoenix', 'Luna', 'jess', 'Vikuale2']","['OUTM', 'SheepButGood']"
luka will be phone posting - [joat10 game],joat10,44115,6744,Mafia,"['Luna', 'CutenessOverload', 'eepy', 'SheepButGood', 'Haze with a Z', 'matt', 'CarnethystPhoenix', 'benneh']","['Illwei', 'minted snow']"
Automatic turbo thread id: 2318fj81h0 - [joat10 game],joat10,44124,6746,Town,"['benneh', 'insomnia', 'eepy', 'matt', 'Togepi', 'lol', 'spookycat27', 'gamer']","['Variance', 'Buzzed Lightyear']"
anne turbo !! - [joat10 game],joat10,44141,6751,Mafia,"['Ogerpon', 'benneh', 'AkaneSQ', 'anne.', 'insomnia', 'Variance', 'matt', 'bystander']","['sevenseas', 'Amrock']"
we play without You @ anne and @ ban echy bachy   - [joat10 game],joat10,44152,6753,Mafia,"['insomnia', 'matt', 'Luna', 'gamer', 'tepig19283', 'Oliwaz144', 'Troupe Master Grimm', 'sevenseas']","['Xanjori', 'AkaneSQ']"
Just use a real name - [joat10 game],joat10,44156,6754,Mafia,"['Buzzed Lightyear', 'Xanjori', 'BigMenLover9923', 'sevenseas', 'insomnia', 'Joycat', 'North Polarized', 'Haze with a Z']","['benneh', 'matt']"
KLJKDFL:JFKDLSJ:FKDSL:JFDSFD - [joat10 game],joat10,44160,6755,Town,"['baudib1', 'BigMenLover9923', 'Buzzed Lightyear', 'Xanjori', 'Joycat', 'May', 'alexa.', 'Akasuki']","['matt', 'bystander']"
if we d1 the joat brad will never sneeze again - [joat10 game],joat10,44164,6756,Mafia,"['bystander', 'TheTriviality', 'Buzzed Lightyear', 'Smaug', 'Purrito', 'Akasuki', 'baudib1', 'gamer']","['tepig19283', 'Lukeh']"
will someone take alexa's spot please - [joat10 game],joat10,44173,6758,Town,"['Buzzed Lightyear', 'matt', 'alexa.', 'Togepi', 'benneh', 'Akasuki', 'Purrito', 'Ominoire']","['Lukeh', 'OUTM']"
last turbo before champs - [joat10 game],joat10,44184,6761,Mafia,"['insomnia', 'Purrito', 'Lukeh', 'matt', 'Stake', 'Luna', 'Haze with a Z', 'baudib1']","['benneh', 'Oliwaz144']"
benneh - [joat10 game],joat10,44190,6762,Mafia,"['insomnia', 'Purrito', 'Lukeh', 'benneh', 'matt', 'Nilus', 'AkaneSQ', 'gamer']","['Oliwaz144', 'GoldenOne']"
Thank you I love you - [joat10 game],joat10,44195,6763,Town,"['benneh', 'Lukeh', 'Buzzed Lightyear', 'Taffy', 'Haze with a Z', 'insomnia', 'baudib1', 'Variance']","['Delta', 'BigMenLover9923']"
[Turbo Champs 2024!] - CUTENESSS CHAMPS SWEEP - [bomb10 game],bomb10,44199,6764,Town,"['arogame123', 'BigMenLover9923', 'Good Question', 'fires', 'Ominoire', 'InstantHammer', 'alexa.', 'Luna']","['CutenessOverload', 'OUTM']"
[Turbo Champs 2024!] - goldeNONE - [joat10 game],joat10,44203,6765,Town,"['Good Question', 'Purrito', 'Luna', 'Haze with a Z', 'Akasuki', 'alexa.', 'fires', 'jess']","['CutenessOverload', 'BigMenLover9923']"
[Turbo Champs 2024!] - !host gamer - [bomb10 game],bomb10,44216,6768,Town,"['BigMenLover9923', 'CutenessOverload', 'TheTriviality', 'bystander', 'Purrito', 'benneh', 'InstantHammer', 'insomnia']","['baudib1', 'Haze with a Z']"
[Turbo Champs 2024!] - rand me town uwu - [joat10 game],joat10,44221,6769,Mafia,"['Haze with a Z', 'BigMenLover9923', 'bystander', 'baudib1', 'Variance', 'Nilus', 'DoctorZeus', 'Luna']","['matt', 'Gon']"
[Turbo Champs 2024!] - the power and to the praise of Jesus Christ Amen - [joat10 game],joat10,44225,6770,Mafia,"['Oliwaz144', 'DoctorZeus', 'BigMenLover9923', 'matt', 'Variance', 'bystander', 'baudib1', 'gamer']","['Arctic', 'Gon']"
[Turbo Champs 2024!] - TURBOUTM ARC - [joat10 game],joat10,44230,6771,Town,"['Variance', 'Ominoire', 'baudib1', 'Gon', 'DoctorZeus', 'benneh', 'Transcend', 'OUTM']","['BigMenLover9923', 'fires']"
[Turbo Champs 2024!] - kat gay - [joat10 game],joat10,44235,6772,Town,"['bystander', 'Gon', 'Inawordyes', 'Hyena', 'Akasuki', 'BigMenLover9923', 'matt', 'gamer']","['anne.', 'Ominoire']"
[Turbo Champs 2024!] - GNOUTMURBO - [joat10 game],joat10,44242,6774,Mafia,"['baudib1', 'matt', 'Inawordyes', 'Hyena', 'Ominoire', 'OUTM', 'fires', 'Haze with a Z']","['Garden Gnome', 'Trisscar']"
[Turbo Champs 2024!] - Hallelujah this filled - [bomb10 game],bomb10,44256,6778,Mafia,"['Purrito', 'tepig19283', 'AkaneSQ', 'Gon', 'anne.', 'baudib1', 'matt', 'Oliwaz144']","['sevenseas', 'insomnia']"
[Turbo Champs 2024!] - the - [joat10 game],joat10,44261,6779,Town,"['insomnia', 'Variance', 'spookycat27', 'sevenseas', 'Purrito', 'matt', 'Luna', 'anne.']","['Gon', 'BigMenLover9923']"
[Turbo Champs 2024!] - QUICK - [joat10 game],joat10,44267,6780,Town,"['OUTM', 'Good Question', 'benneh', 'sevenseas', 'alexa.', 'Akasuki', 'GoldenOne', 'gamer']","['Garden Gnome', 'BigMenLover9923']"
[Turbo Champs 2024!] - i wont claim tpr d1 ~oli - [joat10 game],joat10,44279,6783,Town,"['0Ix', 'insomnia', 'tepig19283', 'Oliwaz144', 'Variance', 'AkaneSQ', 'GoldenOne', 'anne.']","['baudib1', 'bystander']"
[Turbo Champs 2024!] - lets play r2 - [joat10 game],joat10,44283,6784,Mafia,"['AkaneSQ', 'GoldenOne', 'insomnia', 'DoctorZeus', '0Ix', 'baudib1', 'Oliwaz144', 'bystander']","['Variance', 'InstantHammer']"
[Turbo Champs 2024!] - wow this filled - [joat10 game],joat10,44287,6785,Mafia,"['Broken Vessel', 'Abraham DeLacey', 'Purrito', 'baudib1', 'Inawordyes', 'Garden Gnome', 'Akasuki', 'sevenseas']","['Good Question', 'matt']"
[Turbo Champs 2024!] - me when i benneh - [joat10 game],joat10,44291,6786,Town,"['alexa.', 'Akasuki', 'Garden Gnome', 'OUTM', 'BigMenLover9923', 'GoldenOne', 'Lukeh', 'Purrito']","['Good Question', 'Abraham DeLacey']"
[Turbo Champs 2024!] - finally - [joat10 game],joat10,44301,6789,Town,"['0Ix', 'AkaneSQ', 'Variance', 'insomnia', 'anne.', 'tepig19283', 'BigMenLover9923', 'GoldenOne']","['Oliwaz144', 'Champ Siggi']"
[Turbo Champs 2024!] - What's the title on this? - [joat10 game],joat10,44305,6790,Town,"['AkaneSQ', 'Garden Gnome', 'InstantHammer', 'Good Question', 'Abraham DeLacey', 'Ominoire', 'tepig19283', 'Gengar']","['BigMenLover9923', 'Variance']"
[Turbo Champs 2024!] - benneh is not a wolf - [vig10 game],vig10,44309,6791,Town,"['AkaneSQ', 'Variance', '0Ix', 'BigMenLover9923', 'Clouds', 'jess', 'Gengar', 'sheepsaysmeep']","['Zarathustra', 'Garden Gnome']"
[Turbo Champs 2024!] - benneh curse BROKEN - [bomb10 game],bomb10,44313,6792,Town,"['BigMenLover9923', 'jess', 'sheepsaysmeep', 'Variance', 'insomnia', 'Gengar', 'Arctic', 'Abraham DeLacey']","['AkaneSQ', 'Xanjori']"
[Turbo Champs 2024!] - BENNEH BENNEH BENNEH - [joat10 game],joat10,44317,6793,Town,"['BigMenLover9923', 'Good Question', 'Xanjori', 'arogame123', 'Purrito', 'Abraham DeLacey', 'gfg', '0Ix']","['baudib1', 'Akasuki']"
[Turbo Champs 2024!] - Automated turbo game thread: bab9bc2c-ad5d-46 - [joat10 game],joat10,44321,6794,Town,"['Purrito', 'BigMenLover9923', 'matt', 'Clouds', 'benneh', 'TigerWoodsPGATour2004', 'Ominoire', 'Akasuki']","['tepig19283', 'OUTM']"
[Turbo Champs 2024!] - welcome back zarathustra - [joat10 game],joat10,44325,6795,Town,"['Variance', 'lol', 'benneh', 'BigMenLover9923', 'baudib1', 'Zarathustra', 'insomnia', 'Arctic']","['Nilus', 'InstantHammer']"
[Turbo Champs 2024!] - happy birthday! - [joat10 game],joat10,44329,6796,Town,"['BigMenLover9923', 'lol', 'InstantHammer', 'AkaneSQ', 'baudib1', 'benneh', 'tepig19283', 'bystander']","['matt', 'Champ Siggi']"
[Turbo Champs 2024!] - broken game - [cop13 game],cop13,44340,6799,Mafia,"['BigMenLover9923', 'OUTM', 'baudib1', 'Haze with a Z', 'Akasuki', 'jess', 'Amrock', 'alexa.', 'sheepsaysmeep', 'TigerWoodsPGATour2004']","['SeriousMafiaPlayer', 'Zack', 'benneh']"
[Turbo Champs 2024!] - Automated turbo game thread: 305ef928-51de-49 - [joat10 game],joat10,44357,6804,Town,"['AkaneSQ', 'baudib1', 'Variance', 'insomnia', 'Akasuki', 'BigMenLover9923', 'InstantHammer', 'sheepsaysmeep']","['Nilus', 'Haze with a Z']"
[Turbo Champs 2024!] - i bet someone will fail to rand a title for this - [joat10 game],joat10,44363,6805,Mafia,"['Good Question', 'Zarathustra', 'tepig19283', 'CatgirlMaple', 'matt', 'BigMenLover9923', 'SheepButGood', 'Nilus']","['Variance', 'anne.']"
